,hospital_overall_rating,emergency_services,hospital_type,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison
3154,2.0,True,1,2,3,3,2,2,3
3155,3.0,True,1,1,3,3,3,3,3
3156,,True,2,4,4,4,4,4,4
3157,4.0,True,1,2,1,1,3,1,2
3158,4.0,True,1,2,1,2,1,2,2
3159,4.0,True,1,2,3,1,1,2,3
3160,5.0,True,1,2,1,1,2,1,3
3161,3.0,True,1,2,3,1,3,1,2
3162,,True,2,2,4,2,4,4,4
3163,2.0,True,1,2,2,2,3,2,3
3164,3.0,True,1,2,2,2,1,2,1
3165,3.0,True,2,4,4,2,2,2,1
3166,3.0,True,1,1,3,2,3,2,2
3167,5.0,True,1,1,1,1,1,2,1
3168,4.0,True,1,2,4,2,1,2,2
3169,4.0,True,1,2,2,1,1,1,2
3170,3.0,True,1,2,2,2,3,1,3
3171,3.0,True,1,2,2,2,3,2,1
3172,2.0,True,1,3,2,1,3,3,3
3173,3.0,True,2,4,4,2,1,4,4
3174,2.0,True,1,2,1,3,3,2,3
3175,1.0,True,1,3,2,3,3,1,3
3176,,True,1,4,4,4,4,3,1
3177,,True,2,4,4,4,4,4,4
3178,,True,2,4,4,4,4,4,4
3179,4.0,True,1,2,2,2,1,1,2
3180,4.0,True,1,2,1,2,1,2,2
3181,2.0,True,1,3,3,2,3,2,3
3182,2.0,False,1,2,3,3,2,2,2
3183,3.0,True,1,1,3,3,3,2,3
3184,2.0,True,1,2,2,2,3,2,1
3185,4.0,True,1,2,2,2,1,2,1
3186,,True,1,4,4,2,4,4,4
3187,4.0,True,1,2,1,1,2,2,2
3188,,True,3,4,4,4,4,4,4
3189,,True,1,2,4,2,4,4,4
3190,,True,2,4,4,4,1,3,1
3191,2.0,True,1,2,3,3,3,2,1
3192,2.0,True,1,2,2,2,3,2,2
3193,5.0,False,1,4,1,4,1,2,4
3194,,True,2,4,4,4,4,4,4
3195,3.0,False,1,2,2,2,2,1,1
3196,,True,2,4,4,4,4,4,4
3197,3.0,True,1,2,3,1,3,2,2
3198,3.0,True,1,2,2,2,3,1,3
3199,2.0,True,1,1,3,3,3,1,3
3200,3.0,True,1,1,1,3,2,3,3
3201,,True,2,4,4,2,4,4,2
3202,3.0,True,1,2,2,3,2,2,2
3203,,False,3,4,4,4,4,4,4
3204,3.0,True,1,2,2,2,3,2,2
3205,3.0,True,1,2,2,2,3,2,2
3206,,True,1,4,4,4,4,4,4
3207,1.0,True,1,2,3,3,3,1,2
3208,3.0,True,1,4,2,2,1,3,1
3209,,False,3,4,4,4,4,4,4
3210,4.0,True,1,1,1,1,2,2,2
3211,4.0,True,1,2,1,1,2,2,2
3212,3.0,True,1,1,3,2,2,2,3
3213,3.0,True,1,2,1,1,3,2,3
3214,4.0,True,2,2,4,2,1,2,1
3215,3.0,True,1,2,4,2,4,2,1
3216,3.0,True,1,2,1,2,3,2,3
3217,3.0,True,1,4,2,4,1,1,4
3218,3.0,True,2,2,2,2,1,4,4
3219,4.0,True,1,1,2,3,1,1,3
3220,3.0,True,1,2,3,1,3,1,3
3221,4.0,True,1,2,1,1,2,2,3
3222,3.0,True,1,2,2,3,2,2,2
3223,3.0,True,2,2,2,2,2,2,2
3224,3.0,True,1,2,2,2,3,2,1
3225,,True,2,4,4,4,4,4,4
3226,2.0,False,1,2,3,2,1,1,2
3227,4.0,False,2,2,4,2,1,2,2
3228,4.0,True,1,1,2,1,1,2,2
3229,4.0,True,1,3,1,1,1,2,3
3230,3.0,True,1,2,3,3,2,1,3
3231,,True,1,4,4,4,4,4,4
3232,2.0,True,1,2,4,3,4,3,1
3233,3.0,True,1,2,2,2,1,2,1
3234,3.0,True,2,4,4,2,4,4,2
3235,3.0,True,1,2,2,2,2,2,1
3236,4.0,True,2,2,4,2,1,3,4
3237,3.0,True,1,4,4,2,4,3,2
3238,2.0,True,1,3,2,2,3,2,2
3239,2.0,True,1,2,2,3,3,1,3
3240,,True,1,4,4,4,4,2,2
3241,2.0,True,1,4,3,4,3,2,1
3242,4.0,True,1,4,2,4,1,2,4
3243,2.0,True,1,3,3,2,2,2,3
3244,3.0,True,1,2,2,2,3,2,2
3245,4.0,True,1,2,2,1,2,2,1
3246,3.0,True,2,2,4,2,2,4,4
3247,3.0,True,2,4,4,2,4,2,2
3248,3.0,True,2,4,4,2,4,2,1
3249,4.0,True,1,2,1,1,2,1,2
3250,,True,2,4,4,4,4,4,4
3251,2.0,True,1,2,3,2,3,2,2
3252,2.0,True,1,1,1,3,3,2,2
3253,3.0,True,2,2,4,2,3,2,4
3254,4.0,True,2,2,4,2,1,2,3
3255,2.0,True,1,2,3,3,3,1,2
3256,3.0,True,1,2,1,3,3,2,2
3257,4.0,True,2,2,2,1,2,2,1
3258,3.0,True,1,2,1,2,1,2,2
3259,3.0,True,2,2,4,2,2,2,2
3260,4.0,True,1,4,2,4,1,2,4
3261,3.0,True,1,2,1,2,3,2,2
3262,3.0,True,1,2,2,2,3,2,1
3263,3.0,True,1,2,2,1,3,2,2
3264,4.0,True,1,2,2,2,2,2,2
3265,4.0,True,1,2,2,1,1,2,2
3266,2.0,True,1,2,2,2,2,3,2
3267,3.0,True,1,3,1,1,3,3,2
3268,3.0,True,2,2,4,2,4,4,4
3269,4.0,True,2,2,4,2,1,2,1
3270,5.0,True,1,4,1,4,1,2,2
3271,2.0,True,1,4,2,2,3,2,2
3272,2.0,True,1,2,1,3,3,3,1
3273,,False,3,4,4,4,4,4,4
3274,3.0,True,1,2,2,2,1,2,1
3275,4.0,True,1,2,1,3,1,2,1
3276,,True,2,4,4,4,4,4,4
3277,3.0,True,1,2,2,1,2,1,3
3278,3.0,True,1,2,2,2,2,1,2
3279,3.0,True,1,3,1,2,2,2,2
3280,3.0,True,1,2,4,2,2,2,1
3281,4.0,False,1,2,2,2,1,2,1
3282,3.0,True,1,2,4,2,3,2,2
3283,4.0,True,1,1,1,2,2,1,2
3284,1.0,True,1,2,3,2,3,2,3
3285,3.0,True,2,2,4,2,2,4,4
3286,3.0,True,2,2,4,2,4,4,4
3287,2.0,True,1,2,3,3,3,2,2
3288,3.0,True,2,2,4,2,1,4,4
3289,4.0,True,1,2,2,1,2,2,3
3290,1.0,True,1,2,3,3,3,2,3
3291,3.0,True,1,2,2,2,4,3,4
3292,4.0,True,1,2,1,1,1,2,1
3293,,False,1,4,4,4,4,2,4
3294,,True,2,4,4,2,4,4,4
3295,,True,2,4,4,2,4,4,4
3296,2.0,True,1,3,2,3,3,1,3
3297,2.0,True,1,2,3,3,1,1,3
3298,3.0,True,1,2,1,2,3,1,1
3299,3.0,True,1,2,4,2,2,2,1
3300,3.0,True,2,2,4,2,4,4,4
3301,3.0,True,1,1,3,2,2,2,3
3302,2.0,True,1,2,1,3,3,1,3
3303,2.0,True,1,2,3,2,2,3,3
3304,,False,2,4,4,2,4,4,2
3305,3.0,True,1,2,3,1,1,1,3
3306,3.0,True,2,2,4,2,2,4,4
3307,3.0,True,1,1,3,3,2,3,3
3308,2.0,False,1,2,2,3,3,1,3
3309,5.0,False,1,4,2,4,1,2,4
3310,3.0,True,2,2,4,2,4,4,2
3311,4.0,True,1,1,1,3,2,2,3
3312,3.0,True,1,2,2,3,3,1,1
3313,4.0,True,1,3,1,1,2,2,3
3314,3.0,True,1,4,2,2,2,2,2
3315,4.0,True,1,2,2,2,1,2,2
3316,3.0,True,1,2,3,1,1,2,1
3317,3.0,True,2,4,4,2,4,2,1
3318,4.0,True,2,2,4,2,1,2,4
3319,2.0,True,1,2,3,1,2,2,2
3320,,True,1,4,4,4,4,4,4
3321,3.0,True,1,2,2,2,3,1,2
3322,3.0,True,2,2,4,2,1,2,4
3323,3.0,True,1,2,1,3,2,2,1
3324,3.0,True,1,2,2,1,2,2,1
3325,4.0,True,1,2,2,1,2,2,1
3326,2.0,True,1,1,3,3,3,2,3
3327,4.0,True,2,2,4,2,2,4,4
3328,4.0,True,1,2,4,2,1,2,1
3329,5.0,True,1,4,1,4,1,2,2
3330,3.0,True,1,2,2,2,2,3,2
3331,3.0,True,1,1,2,3,2,2,2
3332,3.0,True,1,2,2,2,3,1,3
3333,3.0,True,2,2,2,2,2,2,4
3334,3.0,True,2,2,4,2,2,2,1
3335,4.0,True,1,2,2,2,1,2,1
3336,1.0,True,1,3,3,2,3,1,2
3337,4.0,True,1,1,2,1,2,2,2
3338,3.0,True,1,2,2,2,3,2,2
3339,4.0,True,1,1,2,1,1,1,2
3340,3.0,True,1,3,1,1,2,1,2
3341,,True,3,4,4,4,4,4,4
3342,3.0,True,1,2,2,2,3,2,2
3343,,True,2,4,4,4,4,4,1
3344,4.0,True,1,2,1,1,1,1,2
3345,2.0,True,1,3,2,3,3,3,2
3346,4.0,True,1,2,2,2,1,2,1
3347,2.0,True,1,2,2,2,3,3,4
3348,,True,2,2,4,2,4,4,4
3349,3.0,True,1,4,4,2,4,3,1
3350,,True,2,4,4,2,4,4,4
3351,,False,1,4,4,4,1,2,4
3352,,False,1,4,4,4,1,2,4
3353,3.0,True,1,2,2,2,3,2,1
3354,4.0,True,1,2,2,1,1,2,2
3355,4.0,True,1,1,3,1,1,1,3
3356,2.0,True,1,2,2,3,3,3,2
3357,3.0,True,1,2,2,1,3,2,3
3358,,True,3,4,4,4,4,4,4
3359,3.0,True,1,2,2,1,1,1,1
3360,2.0,True,1,2,3,3,3,1,3
3361,1.0,True,1,3,1,3,3,2,2
3362,2.0,True,1,3,2,3,3,2,1
3363,3.0,True,1,2,4,2,4,2,1
3364,3.0,True,1,2,3,1,3,2,2
3365,3.0,True,1,2,2,2,2,2,2
3366,2.0,True,1,2,3,3,3,2,3
3367,2.0,True,1,2,4,3,4,2,1
3368,4.0,True,2,2,4,2,1,4,4
3369,4.0,True,1,1,1,2,3,1,2
3370,3.0,True,1,3,3,1,3,2,2
3371,3.0,True,1,2,4,2,4,2,1
3372,4.0,True,1,3,1,1,1,1,2
3373,2.0,True,1,1,3,3,2,1,2
3374,3.0,True,1,4,4,2,4,3,1
3375,3.0,True,1,2,2,2,2,2,2
3376,2.0,True,1,3,3,2,1,1,3
3377,2.0,True,1,2,3,1,2,1,3
3378,5.0,True,1,4,2,4,1,2,1
3379,3.0,True,1,2,4,2,2,2,1
3380,3.0,True,1,2,3,1,1,3,2
3381,3.0,True,1,2,1,3,2,2,2
3382,2.0,True,1,2,3,3,3,2,3
3383,,True,1,4,4,4,1,2,4
3384,,True,2,4,4,4,4,4,4
3385,4.0,True,1,4,2,4,1,2,4
3386,2.0,True,1,2,2,2,2,3,3
3387,4.0,True,1,2,3,1,1,1,1
3388,3.0,True,1,3,2,2,2,2,1
3389,4.0,True,1,1,3,1,2,1,2
3390,,True,2,4,4,4,4,4,2
3391,3.0,True,1,2,2,2,2,1,1
3392,,True,2,2,4,2,4,4,4
3393,,True,2,4,4,4,4,2,2
3394,3.0,True,1,2,2,2,2,1,1
3395,1.0,True,1,2,3,3,3,2,3
3396,3.0,True,1,2,1,3,3,1,2
3397,,True,2,4,4,4,4,4,4
3398,4.0,True,1,1,3,1,1,2,3
3399,3.0,True,1,2,2,3,3,1,2
3400,3.0,True,1,2,2,2,2,1,2
3401,3.0,True,1,1,1,3,2,2,3
3402,,True,2,4,4,2,4,4,4
3403,,True,1,4,4,4,4,2,2
3404,2.0,True,1,2,2,3,3,1,3
3405,3.0,True,1,2,1,3,3,2,3
3406,2.0,True,1,2,3,2,3,2,2
3407,4.0,True,2,2,2,1,1,2,4
3408,2.0,True,1,2,3,3,2,1,3
3409,5.0,False,1,4,1,4,1,2,4
3410,4.0,True,2,2,4,2,1,4,2
3411,4.0,True,2,2,4,2,1,4,4
3412,5.0,True,1,2,1,1,1,1,2
3413,,False,3,4,4,4,4,4,4
3414,3.0,True,1,2,1,3,3,2,3
3415,3.0,True,2,2,4,2,4,2,2
3416,1.0,True,1,2,3,3,3,3,3
3417,3.0,True,1,1,2,1,3,2,3
3418,,True,2,4,4,2,4,4,4
3419,2.0,True,1,4,2,4,3,3,2
3420,,True,1,4,4,4,4,4,4
3421,4.0,True,1,2,1,2,2,3,2
3422,4.0,True,2,2,4,2,1,4,4
3423,3.0,True,2,2,4,2,4,4,2
3424,4.0,True,1,2,4,2,4,2,1
3425,4.0,True,1,2,1,1,2,1,2
3426,4.0,True,1,1,1,2,1,1,2
3427,3.0,True,1,2,2,2,1,2,3
3428,2.0,True,1,2,3,3,1,2,2
3429,4.0,True,1,2,1,1,2,2,3
3430,3.0,True,1,2,1,3,3,2,3
3431,,True,1,4,4,4,4,4,4
3432,3.0,True,1,2,1,2,2,2,1
3433,,False,1,4,4,4,4,2,4
3434,3.0,True,1,2,3,2,2,2,1
3435,3.0,True,1,2,1,3,2,2,1
3436,4.0,True,1,2,1,2,1,1,3
3437,5.0,True,1,2,1,1,1,2,2
3438,,True,2,4,4,4,4,4,4
3439,3.0,True,1,1,3,1,2,1,3
3440,,False,1,4,4,4,4,2,4
3441,5.0,True,1,2,1,1,1,1,1
3442,2.0,True,1,2,2,3,3,2,2
3443,3.0,True,1,2,4,2,2,2,1
3444,,True,2,4,4,4,4,4,4
3445,2.0,True,1,2,3,2,3,3,2
3446,4.0,True,1,2,1,2,2,2,2
3447,,True,2,2,4,3,4,4,4
3448,3.0,True,1,2,2,2,1,2,1
3449,2.0,True,1,3,2,3,2,2,2
3450,2.0,True,1,2,3,2,3,2,3
3451,,True,2,4,4,4,4,4,1
3452,2.0,True,1,2,2,2,3,2,3
3453,3.0,True,1,3,2,1,2,2,2
3454,,False,1,4,4,4,4,4,4
3455,4.0,True,2,2,4,2,1,2,1
3456,3.0,True,1,1,2,3,3,3,2
3457,,True,1,4,4,4,4,4,4
3458,1.0,True,1,2,3,3,3,2,3
3459,3.0,True,1,2,2,2,2,2,1
3460,,True,2,2,4,2,4,4,4
3461,3.0,True,1,2,2,2,4,2,4
3462,3.0,True,1,2,2,2,2,1,2
3463,4.0,True,1,1,1,3,1,1,2
3464,,True,2,4,4,4,4,4,4
3465,2.0,True,1,2,3,2,3,1,2
3466,4.0,True,1,1,3,3,2,1,2
3467,4.0,True,1,2,2,1,2,2,2
3468,,True,1,4,4,4,4,4,4
3469,3.0,True,1,2,2,2,2,1,2
3470,,True,2,4,4,4,4,4,4
3471,3.0,True,1,2,2,2,1,2,2
3472,3.0,True,1,2,4,2,2,2,1
3473,2.0,True,1,2,2,3,3,1,3
3474,,True,2,4,4,4,4,4,4
3475,3.0,True,1,3,1,1,1,1,3
3476,4.0,False,1,2,1,2,1,1,2
3477,4.0,False,1,4,2,4,1,2,4
3478,3.0,True,1,3,2,2,1,1,2
3479,2.0,True,1,2,2,3,3,1,2
3480,3.0,True,1,2,2,2,2,3,1
3481,3.0,True,2,4,4,2,4,2,4
3482,,True,2,4,4,4,4,2,4
3483,4.0,True,1,2,2,1,1,2,1
3484,2.0,True,1,2,2,2,2,2,2
3485,2.0,True,1,3,3,2,3,2,2
3486,2.0,True,1,2,2,3,3,2,1
3487,2.0,True,1,3,3,1,3,2,2
3488,3.0,True,2,2,2,2,2,2,2
3489,,True,2,4,4,2,1,4,4
3490,2.0,True,1,2,2,3,3,3,1
3491,3.0,True,1,2,2,2,2,2,1
3492,3.0,True,1,2,2,3,3,3,2
3493,,True,2,4,4,2,4,4,4
3494,,False,1,4,4,4,2,2,2
3495,3.0,True,1,2,1,2,3,2,3
3496,4.0,True,1,2,2,1,1,1,1
3497,4.0,True,1,1,2,1,2,1,2
3498,,True,3,4,4,4,4,4,4
3499,4.0,True,1,2,2,1,1,1,1
3500,3.0,True,1,2,1,3,2,1,1
3501,3.0,True,1,2,3,1,2,2,3
3502,5.0,False,1,4,2,4,1,2,4
3503,4.0,True,1,2,2,1,1,2,1
3504,4.0,True,1,2,1,2,1,2,2
3505,,True,2,4,4,4,4,4,4
3506,3.0,True,1,2,2,3,2,1,2
3507,5.0,True,1,1,2,1,1,1,2
3508,3.0,True,1,2,2,1,3,2,3
3509,3.0,True,1,2,2,2,2,1,1
3510,,True,3,4,4,4,4,4,4
3511,2.0,True,1,1,2,3,3,2,3
3512,3.0,True,2,2,4,2,3,2,2
3513,3.0,True,1,2,2,2,2,2,2
3514,5.0,True,1,1,1,1,1,2,2
3515,4.0,True,1,2,2,2,1,3,2
3516,3.0,True,1,2,1,3,2,2,2
3517,3.0,True,1,1,2,3,2,1,3
3518,4.0,True,1,2,1,2,2,3,3
3519,3.0,True,2,2,4,2,4,2,1
3520,3.0,True,1,2,3,1,3,2,2
3521,4.0,True,2,2,4,2,1,4,4
3522,3.0,True,1,2,2,2,2,2,2
3523,4.0,True,1,2,1,2,1,2,2
3524,3.0,True,1,2,2,3,2,3,2
3525,,True,2,4,4,4,4,4,2
3526,4.0,True,2,2,4,2,1,2,2
3527,2.0,True,1,2,2,3,3,2,3
3528,,True,1,4,4,4,4,2,4
3529,3.0,False,1,2,4,2,2,2,1
3530,2.0,True,1,2,2,3,3,2,1
3531,,False,1,4,4,4,4,4,4
3532,3.0,True,2,2,2,2,3,2,2
3533,4.0,True,1,2,2,2,1,2,1
3534,4.0,True,1,2,2,2,1,2,1
3535,3.0,True,1,3,2,2,1,2,1
3536,4.0,True,1,2,1,2,3,2,1
3537,5.0,True,1,2,1,1,1,2,2
3538,,False,1,4,4,4,4,2,4
3539,2.0,True,1,3,2,3,3,1,1
3540,,True,2,4,4,4,4,4,4
3541,,True,1,4,4,4,4,2,2
3542,3.0,True,1,1,2,2,3,2,2
3543,4.0,True,1,2,4,1,2,3,1
3544,3.0,True,1,2,2,3,1,1,2
3545,1.0,True,1,2,1,3,3,2,3
3546,,True,2,4,4,4,4,4,4
3547,3.0,True,1,2,2,1,2,2,2
3548,5.0,True,1,2,1,1,1,2,3
3549,2.0,True,1,3,2,1,3,2,2
3550,3.0,True,2,2,4,2,4,2,1
3551,2.0,True,1,3,2,3,1,2,2
3552,3.0,True,1,2,1,3,2,1,2
3553,4.0,True,1,3,2,1,1,2,1
3554,,True,2,4,4,4,4,4,4
3555,4.0,True,2,2,4,2,1,2,4
3556,,True,2,4,4,4,4,2,2
3557,4.0,True,2,2,4,2,1,2,2
3558,4.0,True,1,2,1,2,1,1,1
3559,2.0,True,1,2,3,3,3,3,3
3560,2.0,True,1,3,3,2,3,1,2
3561,5.0,False,1,4,2,4,1,2,4
3562,1.0,True,1,2,3,3,3,2,2
3563,3.0,True,1,2,2,1,3,2,1
3564,4.0,True,1,2,2,1,2,2,1
3565,4.0,True,1,2,2,2,1,2,2
3566,,True,2,4,4,4,4,4,4
3567,,False,1,4,2,4,4,4,4
3568,4.0,True,1,2,2,2,1,2,1
3569,4.0,True,2,2,4,2,1,2,1
3570,5.0,True,1,1,2,1,1,1,1
3571,3.0,True,1,2,2,2,1,3,4
3572,2.0,True,1,3,2,3,3,1,3
3573,3.0,True,1,2,2,2,3,2,1
3574,,True,2,2,4,2,4,4,4
3575,4.0,True,1,2,4,2,1,2,1
3576,4.0,True,1,2,4,1,4,3,1
3577,3.0,True,1,2,2,2,2,2,2
3578,4.0,True,1,1,1,3,1,1,1
3579,2.0,True,1,1,3,3,1,1,3
3580,3.0,True,2,2,4,2,1,2,1
3581,,True,2,4,4,4,4,4,4
3582,3.0,True,1,2,2,2,1,2,2
3583,3.0,True,1,2,2,3,3,2,1
3584,3.0,True,1,3,2,3,1,2,2
3585,3.0,True,1,2,3,2,2,2,1
3586,3.0,True,1,4,4,2,2,3,1
3587,3.0,True,2,2,4,2,2,2,1
3588,2.0,True,1,1,3,3,3,2,2
3589,,True,1,4,4,4,1,2,4
3590,2.0,True,1,2,4,2,2,3,2
3591,3.0,True,1,3,3,1,1,2,3
3592,3.0,True,1,2,2,2,2,1,2
3593,4.0,True,1,2,2,1,2,2,2
3594,1.0,True,1,2,2,3,3,2,3
3595,2.0,True,1,3,2,3,2,1,2
3596,5.0,False,1,4,2,4,1,2,4
3597,4.0,True,2,2,4,2,1,2,2
3598,3.0,True,1,2,2,2,2,2,2
3599,3.0,True,1,2,4,2,2,2,2
3600,3.0,True,1,2,3,2,2,2,1
3601,5.0,True,1,4,2,4,1,2,2
3602,3.0,True,1,2,2,2,1,2,2
3603,,False,1,4,4,4,4,4,4
3604,,True,2,4,4,4,4,4,4
3605,2.0,True,1,2,3,3,2,2,3
3606,4.0,True,1,2,2,2,4,2,2
3607,2.0,True,1,3,2,3,3,1,2
3608,4.0,True,1,2,1,1,1,3,3
3609,4.0,True,1,2,2,2,1,2,1
3610,4.0,True,1,2,2,2,1,2,2
3611,2.0,True,1,2,3,3,2,1,3
3612,3.0,True,1,2,2,2,3,2,3
3613,1.0,True,1,2,2,3,3,2,3
3614,3.0,True,1,2,4,2,2,3,1
3615,3.0,True,1,2,4,2,2,2,1
3616,,True,2,4,4,4,4,4,4
3617,3.0,True,1,2,4,2,1,2,1
3618,2.0,True,1,2,4,2,3,3,1
3619,2.0,True,1,3,3,3,3,3,3
3620,,True,1,4,4,4,4,2,4
3621,3.0,True,1,3,3,1,2,2,3
3622,4.0,True,1,2,2,2,1,2,2
3623,2.0,True,1,3,2,2,3,3,2
3624,,True,2,4,4,4,4,4,4
3625,3.0,True,1,2,4,2,4,3,1
3626,,True,2,4,4,4,4,4,4
3627,3.0,True,1,2,2,2,2,2,2
3628,4.0,True,1,2,1,1,2,2,2
3629,4.0,True,1,2,4,2,1,2,1
3630,3.0,True,1,2,4,2,4,2,1
3631,3.0,True,1,1,1,2,3,3,2
3632,2.0,True,1,1,3,3,3,1,3
3633,3.0,True,1,2,4,2,2,2,1
3634,,False,3,4,4,4,4,4,4
3635,,True,1,4,4,4,4,3,4
3636,2.0,True,1,2,3,3,3,1,3
3637,5.0,False,1,4,2,4,1,2,4
3638,2.0,True,1,2,4,2,4,3,1
3639,,False,3,4,4,4,4,4,4
3640,2.0,True,1,2,2,2,3,2,2
3641,,True,1,4,4,4,4,4,4
3642,,True,2,4,4,4,4,4,4
3643,3.0,True,1,2,2,2,2,2,1
3644,5.0,False,1,4,2,4,1,2,4
3645,3.0,True,1,2,1,3,1,2,2
3646,,True,1,4,4,4,4,2,4
3647,2.0,True,1,3,2,2,1,2,1
3648,,True,2,2,4,2,4,4,4
3649,4.0,True,1,2,2,2,1,2,1
3650,,True,2,4,4,4,4,4,4
3651,5.0,True,1,1,1,1,1,1,2
3652,4.0,True,1,1,1,3,1,2,3
3653,2.0,True,1,2,2,2,3,3,2
3654,1.0,True,1,3,3,3,3,2,1
3655,4.0,True,1,2,1,2,1,1,3
3656,4.0,False,1,2,4,2,2,2,1
3657,3.0,True,1,2,3,1,2,2,2
3658,4.0,True,1,1,1,2,3,2,2
3659,3.0,True,1,2,2,2,3,3,1
3660,,True,2,4,4,4,4,4,4
3661,3.0,True,1,2,2,2,3,2,3
3662,3.0,True,1,2,2,3,3,2,2
3663,4.0,True,2,2,4,2,1,4,4
3664,4.0,True,1,2,2,1,2,1,2
3665,3.0,True,1,3,2,1,3,2,2
3666,4.0,True,1,2,2,2,1,1,2
3667,4.0,True,2,2,4,2,2,2,2
3668,3.0,True,1,2,2,2,3,3,3
3669,4.0,True,1,2,1,2,2,2,2
3670,4.0,True,1,1,2,2,1,1,2
3671,2.0,True,1,2,3,3,3,2,3
3672,3.0,True,1,2,3,2,2,2,3
3673,3.0,True,1,2,2,2,3,2,1
3674,3.0,True,1,3,2,3,2,2,2
3675,3.0,True,1,4,4,2,4,2,1
3676,4.0,True,1,2,1,1,2,2,2
3677,3.0,True,1,2,2,3,2,1,3
3678,3.0,True,1,2,1,3,3,1,1
3679,4.0,True,1,2,2,2,1,2,1
3680,4.0,True,1,2,2,2,1,1,1
3681,2.0,True,1,2,3,3,2,1,2
3682,4.0,True,1,2,2,2,2,2,1
3683,4.0,True,1,2,2,1,2,2,2
3684,,True,2,4,4,4,4,4,4
3685,,True,2,4,4,4,4,4,4
3686,3.0,True,1,3,1,1,2,1,2
3687,,False,2,2,4,2,4,4,4
3688,2.0,True,1,2,2,3,3,2,3
3689,,True,2,4,4,2,4,4,4
3690,4.0,True,1,2,2,1,2,2,2
3691,3.0,True,1,2,3,1,2,2,2
3692,4.0,True,1,2,1,2,1,2,3
3693,,False,1,4,4,4,4,4,4
3694,3.0,True,1,2,1,3,1,1,2
3695,2.0,True,1,2,3,2,3,1,2
3696,2.0,True,1,2,3,1,3,2,3
3697,,True,2,4,4,2,4,4,4
3698,2.0,True,1,2,2,3,3,1,1
3699,3.0,True,1,2,4,2,4,3,1
3700,1.0,True,1,2,3,3,3,2,2
3701,3.0,True,1,2,2,2,2,3,2
3702,3.0,True,1,3,2,1,3,2,2
3703,3.0,True,1,2,2,1,2,2,2
3704,,True,2,4,4,2,4,4,4
3705,,True,2,4,4,4,4,4,4
3706,1.0,True,1,2,3,3,3,2,3
3707,4.0,True,1,2,1,1,2,1,2
3708,5.0,False,1,4,2,4,1,2,4
3709,3.0,True,1,2,4,2,3,2,2
3710,3.0,True,2,2,4,2,1,4,4
3711,2.0,True,1,1,3,2,3,2,2
3712,4.0,True,1,2,2,1,2,2,1
3713,4.0,True,1,1,2,1,1,1,3
3714,,True,2,4,4,4,4,4,4
3715,,False,3,4,4,4,4,4,4
3716,3.0,True,1,2,2,2,1,2,2
3717,,False,1,4,4,4,4,4,4
3718,,True,1,4,4,4,4,2,1
3719,4.0,True,1,1,2,1,2,1,3
3720,4.0,True,1,2,1,1,1,2,2
3721,1.0,True,1,3,3,2,3,3,2
3722,2.0,True,1,1,1,3,3,2,3
3723,3.0,True,1,2,1,2,2,1,2
3724,4.0,True,1,2,1,2,1,1,3
3725,3.0,True,1,2,2,2,3,2,2
3726,4.0,True,1,2,2,1,2,1,3
3727,,True,2,4,4,4,4,2,1
3728,,True,2,4,4,2,4,4,4
3729,4.0,True,1,3,1,1,1,2,2
3730,4.0,True,1,2,1,2,2,2,2
3731,3.0,True,2,2,4,2,2,2,4
3732,,False,1,4,4,4,1,2,4
3733,4.0,True,1,2,2,1,2,2,1
3734,3.0,True,1,3,1,1,2,2,2
3735,5.0,True,1,1,1,1,2,1,1
3736,3.0,True,1,1,1,3,3,1,2
3737,3.0,True,1,2,2,2,3,3,1
3738,,True,1,4,4,4,4,4,4
3739,3.0,True,1,2,2,2,2,2,1
3740,3.0,True,2,2,4,2,1,2,1
3741,4.0,True,1,2,2,1,1,1,1
3742,3.0,True,1,2,1,2,2,1,1
3743,,True,2,4,4,4,4,4,4
3744,5.0,True,2,1,4,2,1,1,2
3745,5.0,False,1,4,1,4,1,2,4
3746,,True,2,4,4,4,4,2,2
3747,4.0,True,1,1,2,2,2,2,2
3748,3.0,True,1,2,1,3,1,2,3
3749,,True,1,4,4,4,4,2,4
3750,3.0,True,2,2,2,2,2,2,2
3751,3.0,True,1,2,2,2,2,2,2
3752,4.0,True,1,2,2,2,1,2,1
3753,3.0,True,1,2,2,2,2,2,2
3754,4.0,True,1,2,2,2,1,2,2
3755,2.0,True,1,2,3,2,3,2,1
3756,3.0,True,1,2,1,2,1,2,2
3757,3.0,True,1,2,1,2,3,1,2
3758,3.0,True,1,2,1,3,1,3,2
3759,3.0,True,1,2,3,2,1,1,2
3760,3.0,True,1,2,1,3,3,1,2
3761,3.0,True,1,1,1,2,3,2,1
3762,2.0,True,1,2,3,3,2,1,2
3763,,True,1,4,4,4,1,2,4
3764,2.0,True,1,1,3,2,2,1,2
3765,2.0,True,1,2,3,2,3,2,3
3766,3.0,True,1,2,3,2,2,1,3
3767,1.0,True,1,2,2,3,3,1,3
3768,,True,2,4,4,4,4,4,4
3769,3.0,True,1,2,2,2,2,2,2
3770,3.0,True,1,2,2,2,2,1,1
3771,3.0,True,2,2,4,2,1,2,1
3772,4.0,True,2,2,4,2,1,2,1
