,hospital_overall_rating,emergency_services,hospital_type,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison
1276,3.0,True,1,2,1,3,2,1,2
1277,5.0,True,1,2,1,1,1,2,2
1278,3.0,True,1,2,2,2,1,1,2
1279,3.0,True,1,2,2,2,1,2,2
1280,4.0,True,1,1,1,2,1,3,2
1281,5.0,True,1,2,2,1,1,2,1
1282,,True,2,4,4,4,4,4,2
1283,4.0,True,1,2,2,1,2,1,3
1284,4.0,True,1,2,2,2,1,2,1
1285,3.0,True,2,2,4,2,4,2,4
1286,3.0,True,1,2,2,1,3,2,2
1287,3.0,True,1,1,3,3,1,3,2
1288,4.0,True,2,2,2,2,1,2,2
1289,,True,2,4,4,4,4,4,4
1290,4.0,True,2,2,4,2,1,2,2
1291,,False,1,4,4,4,4,2,4
1292,3.0,True,1,2,4,2,4,2,1
1293,4.0,True,1,2,2,2,2,2,1
1294,3.0,True,2,2,4,2,4,2,2
1295,2.0,True,1,3,3,3,2,2,1
1296,4.0,True,1,2,2,1,1,1,2
1297,4.0,True,1,2,4,2,2,2,1
1298,,True,2,4,4,2,4,4,4
1299,,False,1,4,4,4,1,2,4
1300,5.0,True,1,1,1,1,2,3,2
1301,4.0,True,1,3,1,1,3,2,2
1302,3.0,True,1,2,3,2,2,1,1
1303,4.0,True,1,3,1,1,1,2,2
1304,4.0,True,2,2,4,2,2,2,1
1305,4.0,True,2,2,4,2,1,4,4
1306,4.0,True,1,2,3,1,1,1,2
1307,3.0,True,1,2,4,2,2,3,1
1308,3.0,True,1,1,2,3,3,3,2
1309,,True,2,2,4,2,4,4,4
1310,,True,1,4,4,4,4,3,4
1311,,True,2,4,4,4,4,2,1
1312,3.0,True,1,2,2,3,2,2,1
1313,,False,1,4,4,4,4,2,4
1314,3.0,True,2,2,4,2,4,2,1
1315,2.0,True,1,2,3,1,2,3,3
1316,3.0,True,1,2,3,2,2,2,1
1317,3.0,True,1,4,4,2,2,3,2
1318,3.0,True,1,2,2,2,2,2,2
1319,4.0,True,2,2,4,2,1,2,2
1320,,True,2,4,4,4,4,4,4
1321,3.0,True,1,2,2,2,2,2,1
1322,4.0,True,1,2,1,1,2,2,2
1323,,True,2,4,4,2,4,4,4
1324,,True,2,4,4,4,4,4,4
1325,,False,3,4,4,4,4,4,4
1326,2.0,True,1,3,2,3,2,2,2
1327,,True,2,4,4,4,4,4,4
1328,3.0,True,1,2,2,2,2,2,1
1329,4.0,True,1,2,2,1,2,1,1
1330,2.0,True,2,2,4,2,4,2,4
1331,3.0,True,1,2,2,2,1,2,1
1332,4.0,True,2,2,4,2,1,2,4
1333,3.0,True,2,2,4,2,4,2,2
1334,3.0,True,1,2,3,1,3,3,2
1335,,True,2,4,4,2,4,4,4
1336,3.0,True,1,1,3,3,1,3,3
1337,4.0,True,2,2,4,2,1,2,2
1338,3.0,True,1,2,2,2,2,2,2
1339,,True,2,4,4,4,4,4,4
1340,4.0,True,1,2,1,1,2,3,3
1341,,True,2,4,4,2,4,4,4
1342,3.0,True,2,2,4,2,2,2,2
1343,3.0,True,1,3,1,1,2,3,2
1344,4.0,True,1,2,3,1,1,1,2
1345,4.0,True,2,2,4,2,1,2,1
1346,3.0,True,1,2,4,2,1,2,1
1347,,True,2,4,4,4,4,4,4
1348,4.0,True,2,2,4,2,1,4,4
1349,,True,2,4,4,4,4,4,4
1350,3.0,True,1,2,2,1,3,2,3
1351,3.0,True,2,2,4,2,2,4,4
1352,3.0,True,1,3,1,2,1,1,2
1353,3.0,True,1,2,2,3,1,2,1
1354,4.0,True,2,2,4,2,1,2,2
1355,4.0,True,1,2,1,2,2,2,2
1356,3.0,True,1,2,3,1,2,3,2
1357,3.0,True,1,2,1,3,1,1,2
1358,3.0,True,2,2,4,2,4,4,1
1359,,True,2,4,4,4,4,4,4
1360,4.0,False,1,4,2,4,1,2,4
1361,4.0,True,1,2,4,2,1,2,2
1362,3.0,True,1,2,1,3,3,1,1
1363,,True,2,4,4,4,4,4,4
1364,4.0,True,2,2,4,2,1,4,4
1365,3.0,True,1,2,2,2,2,2,2
1366,4.0,True,1,1,1,1,2,1,2
1367,3.0,True,2,2,4,2,4,4,1
1368,3.0,True,1,2,2,1,2,2,1
1369,4.0,False,1,4,2,4,1,2,4
1370,4.0,True,1,2,2,1,1,2,3
1371,3.0,True,2,2,4,2,1,2,2
1372,,True,2,4,4,4,4,3,4
1373,2.0,True,1,2,2,2,3,2,3
1374,1.0,True,1,3,3,3,3,2,3
1375,3.0,True,1,2,2,2,2,2,1
1376,3.0,True,2,2,4,2,4,2,4
1377,,True,2,4,4,4,4,4,4
1378,3.0,True,1,2,3,2,3,2,3
1379,3.0,True,2,2,4,3,1,2,1
1380,3.0,True,2,4,4,2,1,4,4
1381,,True,2,4,4,4,4,4,4
1382,3.0,True,1,2,3,3,1,1,2
1383,3.0,True,1,2,2,2,2,3,1
1384,,True,2,2,4,2,4,4,4
1385,,True,2,4,4,4,4,4,4
1386,3.0,True,2,2,4,2,2,2,1
1387,,False,3,4,4,4,4,4,4
1388,3.0,True,2,2,4,2,4,2,2
1389,4.0,True,1,1,1,3,2,1,3
1390,4.0,True,2,2,4,2,1,3,1
1391,3.0,True,1,2,3,2,3,2,3
1392,,True,2,4,4,2,4,4,4
1393,3.0,True,1,1,2,3,2,2,2
1394,3.0,True,1,2,2,3,1,1,2
1395,3.0,True,1,2,3,3,1,2,2
1396,4.0,True,1,2,2,2,1,1,1
1397,3.0,True,2,2,4,2,1,4,4
1398,3.0,True,2,2,4,2,4,2,1
1399,3.0,True,1,1,1,3,3,2,3
1400,,True,2,4,4,4,4,4,4
1401,4.0,True,2,2,2,2,1,2,4
1402,2.0,True,1,2,3,3,3,3,2
1403,3.0,True,1,2,2,2,4,3,2
1404,2.0,True,1,2,2,3,3,3,3
1405,,True,2,4,4,4,4,4,4
1406,3.0,True,1,2,4,2,1,3,2
1407,5.0,False,1,4,1,4,1,2,4
1408,2.0,True,2,2,4,2,4,4,2
1409,,False,1,4,4,4,4,4,4
1410,,True,2,4,4,4,4,4,4
1411,1.0,True,1,1,3,3,3,2,2
1412,5.0,True,1,2,1,1,1,2,2
1413,3.0,True,1,2,3,2,2,2,1
1414,4.0,True,1,1,1,3,1,1,3
1415,4.0,True,1,1,1,1,1,1,1
1416,3.0,True,1,1,3,1,3,1,3
1417,,True,2,4,4,4,4,4,4
1418,4.0,True,1,2,2,1,2,2,2
1419,3.0,True,1,2,3,1,1,1,2
1420,,True,2,4,4,4,4,4,4
1421,3.0,True,1,2,2,3,2,1,2
1422,,True,2,2,4,2,4,4,4
1423,,True,2,4,4,4,4,4,4
1424,4.0,True,1,3,1,1,1,1,2
1425,3.0,True,1,1,4,2,1,2,2
1426,4.0,True,1,3,1,2,1,2,2
1427,4.0,True,1,2,1,1,2,1,1
1428,4.0,True,1,2,2,1,2,1,1
1429,4.0,True,2,2,4,2,1,2,2
1430,,False,2,4,4,4,4,4,4
1431,3.0,True,1,2,4,2,4,2,2
1432,3.0,True,1,2,2,2,3,3,1
1433,5.0,True,1,1,1,1,2,1,3
1434,,True,2,4,4,4,4,4,4
1435,3.0,True,2,2,4,2,4,4,2
1436,3.0,True,1,4,2,4,2,2,1
1437,3.0,True,1,1,2,3,3,2,1
1438,4.0,True,1,2,1,1,1,2,2
1439,3.0,True,1,2,3,2,1,3,1
1440,,True,2,2,4,2,4,4,4
1441,,True,2,4,4,4,4,4,4
1442,,True,2,2,4,2,4,4,4
1443,3.0,True,1,2,1,3,3,2,3
1444,3.0,True,1,2,2,3,1,2,2
1445,4.0,True,1,2,2,1,1,1,2
1446,5.0,True,1,4,1,4,1,2,4
1447,3.0,True,1,2,2,2,3,2,1
1448,3.0,True,2,4,4,2,4,2,2
1449,,True,1,4,4,4,4,4,4
1450,3.0,True,1,2,1,2,3,1,2
1451,4.0,True,1,2,4,2,2,2,1
1452,2.0,True,1,3,2,2,3,1,3
1453,4.0,True,1,1,1,1,2,1,2
1454,,True,2,4,4,2,4,4,4
1455,3.0,True,2,2,4,2,1,4,4
1456,,True,1,4,4,4,4,4,4
1457,5.0,True,1,2,1,1,1,1,2
1458,3.0,True,1,2,4,2,2,2,1
1459,4.0,True,2,2,4,2,1,4,4
1460,3.0,True,1,2,3,1,3,1,3
1461,3.0,True,2,4,4,2,4,2,2
1462,3.0,True,2,2,4,2,4,3,1
1463,3.0,True,1,2,4,3,1,3,1
1464,2.0,True,1,1,2,3,3,2,3
1465,3.0,True,2,2,4,2,2,2,1
1466,3.0,True,1,4,2,2,2,2,2
1467,,True,1,4,4,4,4,4,4
1468,3.0,True,1,2,3,2,2,2,2
1469,3.0,True,1,3,2,3,1,2,1
1470,3.0,True,1,2,1,3,2,1,2
1471,,True,2,2,4,2,4,4,4
1472,3.0,True,2,2,4,3,2,4,4
1473,3.0,True,1,2,3,1,1,1,3
1474,3.0,True,2,2,4,2,2,2,2
1475,,True,1,4,4,4,4,4,4
1476,2.0,True,1,3,3,1,2,2,1
1477,3.0,True,1,1,3,3,2,1,3
1478,4.0,True,1,2,1,2,1,1,1
1479,3.0,True,1,2,2,2,2,2,1
1480,3.0,True,2,2,4,2,1,2,1
1481,4.0,True,1,2,2,2,1,2,3
1482,3.0,True,1,2,1,3,2,1,3
1483,3.0,True,1,2,2,2,1,1,1
1484,4.0,True,2,2,2,2,1,2,1
1485,,True,2,4,4,4,4,4,4
1486,3.0,True,2,2,4,2,1,4,4
1487,5.0,True,1,2,1,1,1,1,1
1488,4.0,True,1,3,2,1,1,1,2
1489,,True,3,4,4,4,4,4,4
1490,3.0,True,1,1,2,3,2,1,2
1491,3.0,True,1,2,2,3,1,2,1
1492,3.0,True,1,1,1,3,2,2,3
1493,3.0,True,2,4,4,2,4,2,2
1494,,True,2,2,4,2,4,4,4
1495,5.0,True,1,2,1,1,1,2,1
1496,3.0,True,1,2,1,2,3,2,2
1497,4.0,True,1,1,1,1,1,1,1
1498,3.0,True,1,4,2,4,2,2,2
1499,4.0,True,1,2,1,2,1,3,2
1500,,True,2,4,4,4,4,4,4
1501,,True,2,4,4,4,4,2,1
1502,4.0,True,1,1,2,1,3,2,3
1503,4.0,True,1,2,2,1,2,2,1
1504,3.0,True,2,2,4,2,2,2,4
1505,,True,3,4,4,4,4,4,4
1506,3.0,True,2,2,4,2,1,4,4
1507,3.0,True,1,2,2,3,1,2,2
1508,,True,2,4,4,4,4,4,2
1509,3.0,True,2,2,4,2,2,4,4
1510,3.0,True,1,2,2,2,3,3,2
1511,2.0,True,1,3,2,2,3,2,1
1512,3.0,True,1,2,2,2,1,2,1
1513,3.0,True,1,2,2,3,1,1,2
1514,,True,2,4,4,4,4,4,4
1515,3.0,True,1,2,2,2,2,2,1
1516,3.0,True,1,1,3,3,3,2,3
1517,,True,2,2,4,2,4,4,4
1518,,True,2,4,4,4,2,4,4
1519,4.0,True,1,2,1,2,1,2,2
1520,4.0,True,1,1,2,1,2,2,2
1521,2.0,True,1,2,2,2,3,2,2
1522,4.0,True,1,2,3,1,1,2,2
1523,3.0,True,1,2,2,3,1,2,2
1524,,True,1,4,4,4,4,4,4
1525,2.0,True,1,2,3,1,1,3,1
1526,,True,2,4,4,2,4,4,4
1527,3.0,True,2,4,4,2,4,2,1
1528,,False,1,4,4,4,4,2,4
1529,4.0,True,1,2,1,1,3,1,2
1530,3.0,True,1,1,3,3,1,2,3
1531,3.0,True,2,2,4,2,2,4,1
1532,,True,2,4,4,4,4,4,4
1533,,True,2,4,4,2,4,4,2
1534,4.0,True,2,2,4,2,1,2,2
1535,4.0,True,1,2,2,2,1,2,1
1536,,True,2,4,4,4,4,2,2
1537,,False,1,4,4,4,4,2,4
1538,,True,2,4,4,4,4,4,4
1539,,True,1,4,4,4,4,4,4
1540,3.0,True,1,2,2,2,2,1,1
1541,1.0,True,1,2,3,3,3,2,3
1542,3.0,True,2,2,4,2,4,2,1
1543,,False,1,4,4,4,4,2,4
1544,3.0,True,1,2,2,1,3,3,1
1545,,True,2,2,4,2,4,4,4
1546,4.0,True,1,2,4,2,4,2,1
1547,3.0,True,1,3,1,1,3,2,1
1548,3.0,True,1,2,2,2,2,3,1
1549,,True,2,4,4,4,4,4,4
1550,3.0,True,1,2,3,3,1,2,1
1551,4.0,True,2,4,4,2,1,2,2
1552,3.0,True,1,2,3,1,2,2,3
1553,5.0,False,1,4,1,4,1,2,4
1554,,True,1,4,4,4,4,4,4
1555,2.0,True,1,2,2,2,3,1,3
1556,3.0,True,2,2,4,2,1,2,1
1557,3.0,True,1,4,4,2,4,2,2
1558,4.0,True,2,4,4,2,1,4,2
1559,4.0,True,1,2,1,1,1,2,1
1560,3.0,True,1,2,1,2,3,1,2
1561,3.0,True,1,2,2,3,2,2,1
1562,2.0,True,1,2,2,3,4,2,1
1563,3.0,True,2,2,4,2,2,2,1
1564,3.0,True,1,2,1,2,3,2,3
1565,3.0,True,1,2,2,1,2,2,1
1566,2.0,True,1,2,3,3,3,2,3
1567,3.0,True,1,2,2,2,2,2,2
1568,4.0,True,2,2,4,1,1,2,4
1569,3.0,True,2,2,4,2,1,4,4
1570,3.0,True,2,2,4,2,4,2,1
1571,3.0,True,2,2,4,2,1,2,1
1572,,True,2,4,4,4,4,4,4
1573,,True,2,2,4,2,4,4,4
1574,,True,2,4,4,2,4,4,4
1575,,True,1,4,4,4,4,4,4
1576,,True,2,4,4,2,4,4,4
1577,4.0,True,1,2,1,1,2,2,2
1578,2.0,True,1,2,3,3,2,1,1
1579,4.0,True,1,2,1,1,1,3,2
1580,3.0,True,2,2,4,3,2,4,4
1581,,True,2,4,4,2,4,4,4
1582,3.0,True,1,2,2,2,3,2,2
1583,4.0,True,2,2,4,2,1,4,4
1584,,True,1,4,4,4,4,4,4
1585,2.0,True,1,2,3,3,2,2,3
1586,4.0,True,1,1,3,1,2,3,2
1587,,True,2,4,4,4,4,2,1
1588,,False,3,4,4,4,4,4,4
1589,,True,2,4,4,4,4,4,4
1590,3.0,True,1,2,2,2,1,2,2
1591,5.0,True,1,2,1,1,1,1,2
1592,2.0,True,1,3,3,2,3,1,3
1593,3.0,True,2,2,2,2,1,2,2
1594,,True,1,4,4,4,4,4,4
1595,2.0,True,1,2,3,3,2,1,1
1596,3.0,True,1,4,2,2,1,3,2
1597,,True,1,4,4,4,4,4,2
1598,3.0,True,1,1,2,3,2,2,1
1599,,True,2,2,4,2,4,4,4
1600,,True,2,2,4,2,4,4,4
1601,3.0,True,1,2,1,3,1,1,1
1602,,True,2,2,4,2,4,4,4
1603,2.0,True,1,2,3,3,3,2,3
1604,4.0,True,1,2,4,1,1,2,1
1605,,False,3,4,4,4,4,4,4
1606,,True,1,4,4,4,4,4,4
1607,3.0,True,2,2,4,2,4,4,4
1608,3.0,True,1,2,2,2,2,3,2
1609,,True,2,4,4,4,4,4,4
1610,4.0,True,1,1,1,3,2,1,2
1611,3.0,True,1,4,4,2,4,2,3
1612,4.0,True,2,2,4,2,1,2,2
1613,,True,2,4,4,4,4,4,4
1614,3.0,True,1,2,2,1,2,3,1
1615,4.0,True,2,4,4,2,1,2,1
1616,,True,2,2,4,2,4,4,4
1617,4.0,True,1,2,1,2,3,1,2
1618,4.0,True,2,2,4,2,1,4,4
1619,,True,2,4,4,2,4,4,4
1620,1.0,True,1,2,3,3,3,2,3
1621,3.0,True,1,2,1,2,2,2,1
1622,,False,2,2,4,2,4,4,4
1623,,True,2,4,4,4,4,4,4
1624,2.0,True,1,2,1,3,3,3,3
1625,3.0,True,1,3,2,2,1,2,1
1626,,True,2,2,4,2,4,4,4
1627,4.0,True,2,2,4,2,1,4,4
1628,4.0,True,2,4,4,2,1,2,2
1629,,True,2,2,4,2,4,4,4
1630,4.0,True,2,2,4,2,1,4,2
1631,3.0,True,1,2,2,2,2,2,2
1632,3.0,True,1,2,2,2,1,1,4
1633,4.0,True,1,2,3,1,1,2,3
1634,4.0,True,2,2,4,2,2,4,4
1635,3.0,True,1,2,2,2,2,2,2
1636,3.0,True,1,2,3,1,2,3,2
1637,,False,1,4,4,4,4,4,4
1638,3.0,True,1,2,1,2,3,3,2
1639,2.0,True,1,2,3,3,3,1,2
1640,4.0,True,1,1,2,2,2,2,2
1641,,False,1,4,4,4,4,4,4
1642,4.0,True,1,2,1,1,1,1,2
1643,3.0,True,1,2,3,1,2,2,1
1644,4.0,True,1,1,2,2,1,2,2
1645,3.0,True,1,2,3,2,3,1,3
1646,,True,2,4,4,2,4,4,4
1647,,False,2,4,4,2,4,4,4
1648,2.0,True,1,2,2,3,3,2,1
1649,,False,1,4,4,4,4,2,4
1650,2.0,True,1,2,3,2,3,3,3
1651,3.0,True,1,2,1,3,3,2,3
1652,3.0,True,1,1,3,2,2,2,1
1653,3.0,True,1,2,1,2,1,3,1
1654,3.0,True,2,2,4,2,4,3,2
1655,3.0,True,1,2,2,2,4,2,1
1656,,True,2,2,4,2,4,4,4
1657,,True,1,4,4,4,4,4,4
1658,,True,2,4,4,2,1,4,4
1659,,True,2,4,4,2,4,4,4
1660,3.0,True,1,2,4,2,2,3,1
1661,,True,2,2,4,2,4,4,4
1662,4.0,False,2,2,4,2,1,4,4
1663,3.0,True,1,2,1,3,2,2,2
1664,4.0,True,1,2,4,2,1,2,1
1665,4.0,True,1,1,2,1,2,2,1
1666,3.0,True,1,3,1,2,2,2,2
1667,4.0,True,1,2,2,2,1,2,1
1668,4.0,True,1,2,1,2,2,1,3
1669,4.0,True,1,2,1,1,1,2,2
1670,4.0,True,1,2,2,2,2,1,1
1671,,True,2,4,4,2,4,4,4
1672,2.0,True,1,2,3,3,3,2,3
1673,,True,2,4,4,4,4,4,2
1674,4.0,True,1,2,1,1,1,1,2
1675,4.0,True,2,2,4,2,1,2,1
1676,3.0,True,1,4,2,4,1,2,1
1677,3.0,True,1,2,1,2,2,1,2
1678,3.0,True,2,2,4,2,4,2,2
1679,3.0,True,1,2,2,3,2,2,1
1680,,False,1,4,4,4,1,2,4
1681,3.0,True,1,2,3,2,2,1,1
1682,,True,2,2,4,2,4,4,4
1683,3.0,True,2,2,4,2,2,2,1
1684,3.0,True,1,2,2,3,2,1,2
1685,1.0,False,1,2,3,3,2,3,2
1686,,True,2,4,4,2,4,4,4
1687,,True,2,4,4,4,4,3,1
1688,4.0,False,1,2,2,2,1,2,4
1689,3.0,True,1,2,4,2,1,2,1
1690,3.0,True,2,2,4,2,2,4,4
1691,4.0,True,1,1,2,2,2,2,2
1692,3.0,True,1,3,1,3,1,1,1
1693,3.0,True,1,1,2,3,3,3,2
1694,,True,2,4,4,4,4,4,4
1695,3.0,True,1,2,3,2,2,2,1
1696,,True,2,4,4,2,1,4,4
1697,3.0,True,1,2,1,3,2,2,1
1698,4.0,True,1,2,2,1,2,2,2
1699,3.0,True,1,3,2,2,1,2,1
1700,3.0,True,2,2,4,2,4,2,2
1701,3.0,True,2,2,4,2,2,4,4
1702,,True,1,4,4,4,4,4,4
1703,3.0,True,1,1,3,2,2,2,2
1704,,True,2,2,4,2,4,4,4
1705,,True,2,4,4,2,1,4,4
1706,3.0,True,2,2,4,2,4,2,4
1707,4.0,True,2,2,4,2,1,4,4
1708,3.0,True,1,3,2,1,1,1,2
1709,4.0,True,1,2,1,1,1,2,3
1710,,True,2,2,4,2,4,4,4
1711,,True,2,2,4,2,4,4,4
1712,4.0,True,1,1,1,1,1,2,2
1713,4.0,True,1,2,1,1,2,3,3
1714,,True,1,4,4,4,1,2,2
1715,3.0,True,1,2,1,3,2,1,1
1716,3.0,True,2,2,4,2,2,2,2
1717,,True,2,4,4,2,2,4,4
1718,,False,1,4,4,4,4,4,4
1719,,True,1,4,4,4,4,4,4
1720,3.0,True,2,2,4,2,4,2,4
1721,3.0,True,1,2,1,2,2,1,2
1722,3.0,True,2,2,4,2,4,2,4
1723,3.0,True,1,2,2,2,3,2,2
1724,4.0,True,1,2,2,1,1,1,3
1725,4.0,False,1,2,1,2,3,1,3
1726,,True,1,4,4,4,4,3,2
1727,4.0,True,2,2,4,2,1,2,2
1728,3.0,True,2,2,4,2,1,2,1
1729,,True,2,2,4,2,4,4,4
1730,4.0,True,1,2,3,1,1,1,2
1731,4.0,True,1,2,1,1,1,1,2
1732,,True,2,4,4,2,1,4,4
1733,1.0,True,1,1,3,3,3,3,3
1734,,False,1,4,4,4,1,2,4
1735,,False,1,4,4,4,4,2,4
1736,3.0,True,1,2,3,1,1,2,1
1737,4.0,True,2,2,4,1,1,4,4
1738,4.0,True,1,2,2,1,1,2,1
1739,,True,2,4,4,4,4,4,4
1740,1.0,True,1,3,3,3,2,3,2
1741,,False,1,4,4,4,4,4,4
1742,3.0,True,2,4,4,2,4,2,2
1743,4.0,True,1,2,4,2,1,2,1
1744,4.0,True,1,2,1,1,2,2,1
1745,4.0,True,1,2,1,1,2,3,1
1746,,True,2,4,4,4,4,2,2
1747,,True,2,4,4,4,4,4,4
1748,,True,3,4,4,4,4,4,4
1749,,True,2,4,4,2,1,4,4
1750,3.0,True,1,2,1,3,1,2,2
1751,,True,2,2,4,2,4,4,4
1752,,True,2,4,4,4,4,4,4
1753,,True,2,2,4,3,4,4,4
1754,2.0,True,1,2,3,2,2,2,1
1755,3.0,True,1,2,2,1,2,2,1
1756,3.0,True,2,2,2,2,2,4,4
1757,4.0,True,2,2,4,2,1,2,1
1758,,False,3,4,4,4,4,4,4
1759,,True,2,4,4,2,4,4,1
1760,,True,2,4,4,4,4,4,4
1761,3.0,True,1,2,1,3,2,1,1
1762,3.0,True,2,2,4,2,1,4,4
1763,3.0,True,2,2,4,2,2,2,2
1764,3.0,True,1,2,2,2,3,1,1
1765,2.0,True,1,3,3,2,2,3,2
1766,3.0,True,2,2,4,2,4,2,4
1767,4.0,True,1,2,2,1,1,3,1
1768,3.0,True,1,1,1,3,3,1,3
1769,4.0,True,1,2,1,1,2,2,1
1770,4.0,True,1,2,2,1,1,1,3
1771,3.0,True,1,2,2,2,2,3,2
1772,4.0,True,1,2,1,1,2,2,1
1773,3.0,True,1,2,2,2,1,2,1
1774,,True,2,4,4,4,4,4,4
1775,4.0,True,1,2,2,2,1,2,1
1776,,True,2,4,4,4,4,4,4
1777,2.0,True,1,2,3,3,2,3,3
1778,,True,1,4,4,4,4,4,4
1779,3.0,True,1,2,2,2,1,2,3
1780,,True,1,4,4,4,4,4,4
1781,4.0,True,1,1,1,3,1,2,2
1782,4.0,True,1,2,1,3,1,1,1
1783,4.0,True,1,2,4,2,1,2,2
1784,4.0,True,2,2,2,2,1,2,1
1785,4.0,True,1,1,2,2,1,2,1
1786,3.0,True,2,2,4,2,2,4,2
1787,,True,1,4,4,4,4,4,4
1788,4.0,True,2,2,4,2,1,2,1
1789,4.0,True,1,2,1,2,1,3,2
1790,2.0,True,1,3,3,1,2,2,3
1791,4.0,True,1,2,2,2,1,1,1
1792,4.0,True,1,2,1,1,1,3,2
1793,,True,2,4,4,4,4,2,2
1794,2.0,False,1,2,3,3,3,3,3
1795,3.0,True,1,2,2,2,1,3,1
1796,4.0,True,1,2,2,1,1,2,1
1797,2.0,True,2,2,4,2,4,3,1
1798,4.0,True,1,2,4,2,1,3,2
1799,2.0,True,1,2,3,2,3,2,3
1800,,True,1,4,4,4,4,4,4
1801,,True,2,2,4,2,4,4,4
1802,2.0,True,2,2,4,3,2,3,1
1803,5.0,True,1,2,4,1,1,2,1
1804,4.0,True,1,2,1,3,2,1,2
1805,3.0,True,2,2,4,2,4,4,1
1806,2.0,True,1,2,2,3,2,2,1
1807,,True,1,4,4,4,4,4,4
1808,,True,1,4,4,4,4,4,4
1809,,True,2,2,4,2,4,4,4
1810,2.0,True,1,2,2,3,3,1,3
1811,4.0,False,1,4,2,4,1,2,4
1812,3.0,True,2,2,4,2,2,2,1
1813,,False,2,4,4,4,4,4,4
1814,4.0,True,1,2,2,2,1,2,1
1815,,True,2,4,4,4,4,2,1
1816,,True,1,4,4,4,4,3,2
1817,3.0,True,1,3,2,1,3,2,1
1818,3.0,True,1,2,2,2,3,2,3
1819,4.0,True,1,2,4,2,1,2,1
1820,,True,2,4,4,4,4,3,2
1821,,True,2,4,4,2,4,3,4
1822,3.0,True,1,2,4,2,4,2,1
1823,3.0,True,1,2,2,3,2,1,2
1824,3.0,True,1,2,2,2,2,2,1
1825,3.0,True,1,2,2,2,1,3,2
1826,,True,2,4,4,4,4,4,4
1827,3.0,True,1,2,2,2,2,3,2
1828,3.0,True,1,2,2,1,2,2,1
1829,,True,2,4,4,2,4,4,4
1830,5.0,True,1,1,1,1,1,1,2
1831,,True,2,2,4,3,4,4,4
1832,3.0,True,1,1,2,2,2,2,2
1833,2.0,True,1,2,1,3,3,2,2
1834,4.0,True,2,2,4,1,1,2,1
1835,4.0,True,2,2,4,2,1,4,4
1836,3.0,True,1,2,3,1,1,2,1
1837,3.0,True,1,2,2,3,2,1,3
1838,3.0,True,1,2,2,2,1,1,2
1839,4.0,True,2,2,4,2,1,4,2
1840,3.0,True,1,3,2,1,1,3,2
1841,3.0,True,1,2,2,2,2,2,1
1842,2.0,True,1,2,2,3,2,2,2
1843,2.0,True,1,2,2,3,3,2,1
1844,2.0,True,1,3,2,1,3,2,2
1845,,True,2,4,4,4,4,4,4
1846,,False,2,4,4,2,4,4,4
1847,3.0,True,2,4,4,2,4,2,2
1848,,True,2,4,4,4,4,4,4
1849,3.0,True,1,3,1,2,2,3,2
1850,2.0,True,1,1,3,3,3,2,3
1851,3.0,True,2,2,4,2,2,2,4
1852,,True,2,4,4,4,4,2,2
1853,,True,1,4,4,4,4,2,2
1854,2.0,True,1,2,2,3,3,2,3
1855,2.0,True,1,2,1,3,3,1,1
1856,4.0,True,1,2,1,3,3,2,2
1857,3.0,True,2,2,4,2,4,2,4
1858,,True,2,4,4,4,4,4,4
1859,,False,1,4,4,4,1,2,4
1860,3.0,True,2,4,4,2,4,2,2
1861,,False,3,4,4,4,4,4,4
1862,5.0,False,1,4,1,4,1,2,4
1863,2.0,True,1,2,2,2,3,2,2
1864,,True,2,4,4,2,4,4,4
1865,3.0,True,1,3,3,1,2,2,1
1866,,False,1,4,4,4,1,2,4
1867,3.0,True,1,2,1,2,2,3,2
1868,,False,1,4,4,4,1,2,4
1869,3.0,True,2,2,4,2,2,4,2
1870,4.0,True,1,2,2,1,1,3,1
1871,4.0,True,2,2,4,2,1,1,1
1872,,True,2,2,4,2,4,4,4
1873,4.0,True,1,2,2,1,1,2,1
1874,3.0,True,1,1,3,1,3,1,3
1875,3.0,True,1,2,2,1,3,2,3
1876,3.0,True,1,2,2,1,1,1,1
1877,3.0,True,1,2,3,2,2,2,2
1878,,True,2,4,4,4,4,4,4
1879,4.0,True,1,2,2,2,1,2,2
1880,,True,2,4,4,2,4,4,4
1881,3.0,True,1,2,3,1,2,1,2
1882,3.0,True,2,2,4,2,4,3,1
1883,4.0,True,1,1,1,2,3,1,1
1884,3.0,True,1,2,3,1,2,1,2
1885,,True,1,4,4,4,4,4,4
1886,,False,1,4,4,4,1,2,4
1887,4.0,True,1,2,2,2,1,2,1
1888,2.0,True,2,2,4,2,2,4,4
1889,4.0,True,2,2,4,1,2,2,4
1890,2.0,True,1,2,2,2,2,2,2
1891,,True,2,2,4,2,4,4,4
1892,4.0,True,1,1,2,3,1,1,3
1893,3.0,True,1,2,2,2,2,2,1
1894,,True,2,4,4,4,4,4,4
1895,,True,2,4,4,2,4,4,2
1896,4.0,True,1,2,1,2,2,1,2
1897,4.0,True,1,2,2,2,2,2,1
1898,3.0,True,1,2,2,2,2,2,1
1899,4.0,True,2,2,4,2,1,4,4
1900,3.0,True,1,2,2,3,2,2,1
1901,2.0,True,1,3,2,2,3,2,3
1902,4.0,True,1,1,1,3,3,2,1
